id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18494983,Cosy apartment in a trendy neighborhood,10009897,Wieke,,Centrum-Oost,52.37018,4.93027,Entire home/apt,120,3,1,11-05-2017,0.03,1,0
18496018,"Garden, bath with tv & just 7 mins to center",41878834,Bas,,De Pijp - Rivierenbuurt,52.34883,4.88797,Entire home/apt,185,2,8,20-07-2019,0.21,1,0
18496295,Bright & spacious home with garden,4067690,Tetske,,De Baarsjes - Oud-West,52.36014,4.85904,Entire home/apt,160,4,34,08-01-2020,0.98,1,33
18496678,Beautiful 2BR Old West apt. w/fantastic terrace!,10372922,Andrea,,De Baarsjes - Oud-West,52.3594,4.86249,Entire home/apt,275,3,18,02-01-2020,0.48,1,0
18496957,"Perfect apartment for two, with the best location!",128354726,Kim,,Oud-Oost,52.35678,4.91366,Entire home/apt,95,1,11,10-08-2017,0.31,2,0
18497330,Houseboat at border of Amsterdam and Amstelveen.,85131156,Arjen,,Buitenveldert - Zuidas,52.32272,4.89526,Entire home/apt,120,3,23,19-11-2017,0.64,1,7
18497835,Spacious and Cosy APT - Balcony - De PijP,34472642,Sophie,,De Pijp - Rivierenbuurt,52.35188,4.88744,Entire home/apt,175,2,10,05-10-2019,0.31,1,0
18498226,Newly renovated apartment with a sunny garden,1974359,Julia,,Oud-Oost,52.35838,4.91331,Entire home/apt,140,2,29,24-08-2019,0.84,1,0
18498278,Spacious room near by the centre,10591243,Quynh,,Noord-West,52.40857,4.92286,Private room,71,1,4,30-10-2017,0.12,1,0
18498784,Appartement in de Rivierenbuurt in Amsterdam,4726582,Elisah,,De Pijp - Rivierenbuurt,52.3455,4.8966,Entire home/apt,160,3,0,,,1,178
18498898,Spacious appartement with sunny garden!,2869415,Floortje,,Bos en Lommer,52.38123,4.85207,Entire home/apt,150,3,17,25-08-2019,0.51,2,0
18499583,Smart & stylish private studio 100% city center,39110511,Mike,,Centrum-Oost,52.36457,4.88556,Hotel room,110,2,85,11-03-2020,2.33,4,72
18499975,Luxurious city apartment near Rijksmuseum!,6851849,Dirk Jan,,Centrum-Oost,52.36267,4.88808,Entire home/apt,297,1,27,03-11-2019,0.72,1,363
18500365,Unique Canal House - City Centre - Nine Streets,74160204,Charlotte,,Centrum-West,52.37124,4.88769,Entire home/apt,320,2,12,17-09-2018,0.32,1,38
18500623,Spacious stay at beautiful Brouwersgracht,46659123,George,,Centrum-West,52.38363,4.88379,Private room,149,2,233,15-03-2020,6.25,1,0
18501003,Spacious Studio with City Skyline View,3645501,Jan,,Bos en Lommer,52.37485,4.8457,Entire home/apt,90,7,9,31-08-2019,0.24,1,216
18501297,Spacious  two-bedroom appartement near city centre,3192554,Wieneke,,Zuid,52.34798,4.84733,Entire home/apt,150,3,16,01-01-2020,0.44,1,0
18503663,Beautiful family home in Amsterdam Old-South,15141428,(Email hidden by Airbnb),,Zuid,52.35295,4.86152,Entire home/apt,250,2,5,15-09-2019,0.14,1,0
18504490,Spacious & Luxurious 2-story Apt with 2 Terraces,39312491,Tim,,Westerpark,52.38197,4.87302,Entire home/apt,199,2,10,24-09-2017,0.27,1,0
18505331,Light and spacious 2 bed appt. Great for families,2935150,Rod,,Zuid,52.35273,4.84703,Entire home/apt,110,2,6,01-09-2019,0.29,1,39
18511155,Light apartment with amazing view,8315838,Jan Bart,,De Baarsjes - Oud-West,52.36637,4.87042,Entire home/apt,125,1,4,18-06-2017,0.11,1,0
18511999,Canal view Apartment-city centre-great location,7613738,Neli,,Centrum-Oost,52.36277,4.89748,Entire home/apt,175,7,18,24-03-2020,0.51,2,338
18512244,"Big, light appartment with flexible check in/out!",5136501,Claire,,De Pijp - Rivierenbuurt,52.34153,4.90403,Entire home/apt,179,3,20,03-01-2020,0.54,1,0
18513283,"Ground floor 4P Canalsuites | Museum, Pijp, Centre",128502403,Miriam,,De Pijp - Rivierenbuurt,52.35508,4.88759,Entire home/apt,123,1,78,12-03-2020,2.09,1,341
18513396,Lovely apartment in Amsterdam South,2512491,Wies,,Zuid,52.34799,4.86013,Entire home/apt,100,1,2,04-06-2017,0.05,1,0
18514892,Cozy apartment near Westerpark,15118583,Xander,,Westerpark,52.38927,4.87755,Entire home/apt,169,1,25,24-05-2020,0.83,1,81
18515604,nice clean sunny and central room,961670,Lisa,,Westerpark,52.39034,4.88321,Private room,60,3,75,16-02-2020,1.98,1,70
18516556,Mont Martre of Amsterdam,4625398,Marije,,De Pijp - Rivierenbuurt,52.35305,4.89887,Entire home/apt,175,2,45,14-10-2019,1.34,1,312
18516840,Charactaristic apartment in the citycenter,9456179,Heleen,,Centrum-West,52.37458,4.89214,Entire home/apt,150,3,10,22-09-2017,0.27,1,0
18517402,"Luxury home 'the Pijp', near city center&RAI",8103256,Laurien,,De Pijp - Rivierenbuurt,52.34846,4.90916,Entire home/apt,160,5,13,07-10-2019,0.35,1,0
18517833,A city center location,89142786,Sanne,,Centrum-West,52.37187,4.87722,Private room,135,1,286,15-03-2020,7.65,1,218
18520240,Cozy and Comfortable Stay near the City Center,59759420,Samantha,,Oostelijk Havengebied - Indische Buurt,52.36867,4.93578,Private room,82,2,12,07-08-2018,0.32,2,0
18521558,Appartment in Amsterdam,4727804,Matthijs,,Slotervaart,52.35365,4.83168,Entire home/apt,115,3,7,06-07-2019,0.19,1,0
18522189,Amazing apartment + roof terrace | Jordaan,38473256,Bryan,,Centrum-West,52.37759,4.88324,Entire home/apt,150,2,3,11-06-2017,0.08,1,0
18522423,2-bedroom family-only apt near de Pijp and RAI,45188306,Suzanne,,De Pijp - Rivierenbuurt,52.34624,4.88912,Entire home/apt,130,4,7,05-01-2020,0.19,1,9
18523327,DE PIJP: Private apartment (incl 2 bikes + garden),35542392,Jonthy,,De Pijp - Rivierenbuurt,52.35191,4.90174,Entire home/apt,139,2,19,22-01-2019,0.53,2,0
18523387,Light apt with beautiful garden in A'dam-Oost,5719622,Clem,,Oud-Oost,52.35973,4.93304,Entire home/apt,147,2,44,09-02-2020,1.17,1,0
18523486,Apartment in city centre with a great garden,123845480,Jelmer,,De Pijp - Rivierenbuurt,52.35478,4.89448,Entire home/apt,400,4,6,26-01-2020,0.16,1,28
18523760,Light & modern apartment with roof terrace,86926579,Jelle,,Oud-Oost,52.36523,4.92524,Entire home/apt,109,2,21,24-11-2019,0.56,1,0
18524074,Staying at Jenny's  Roerstraat appartment,10884600,Jenny,,De Pijp - Rivierenbuurt,52.34412,4.89716,Entire home/apt,79,2,19,01-08-2019,0.54,1,128
18531581,Large and sunny appartment with roof terrace -west,28307239,Barbara,,Bos en Lommer,52.37943,4.85974,Entire home/apt,200,3,14,21-10-2019,0.38,1,15
18532102,Big apartment with sunny terrace in Amsterdam West,3360331,Marleen,,De Baarsjes - Oud-West,52.36768,4.85418,Entire home/apt,150,2,7,10-02-2019,0.21,1,0
18538011,Room for 4 people on the edge of the city centre,128687053,Fields,,Oud-Oost,52.35927,4.91304,Private room,199,2,0,,,1,0
18541309,Luxury Wellness Suite / Boat & Boost,3072044,Jolande,,Oostelijk Havengebied - Indische Buurt,52.376,4.9412,Private room,289,2,56,05-05-2020,1.51,2,0
18544524,Sunny appartment in quiet area close to centre,2524784,Kirsten,,Bos en Lommer,52.37732,4.85473,Entire home/apt,49,10,1,11-08-2017,0.03,1,0
18545507,Sky View Room | Boost Amsterdam,3072044,Jolande,,Oostelijk Havengebied - Indische Buurt,52.37723,4.94085,Private room,110,3,67,04-01-2020,1.79,2,0
18547840,Beautiful apartment in the centre of Amsterdam!,128755802,Luke,,Westerpark,52.37996,4.87736,Entire home/apt,145,2,45,01-01-2020,1.22,1,242
18554974,Spacious apartment & garden in Amsterdam city centre!,128815906,Marianne,,Centrum-West,52.37901,4.87899,Entire home/apt,150,3,25,25-10-2018,0.68,1,0
18555863,Top location. Beautiful 2 bedroom apartment.,128820207,Sabrina,,Zuid,52.35342,4.88341,Entire home/apt,250,3,36,01-08-2019,0.99,1,0
18556995,Bright and modern apartment with balcony,31494696,Bas,,Buitenveldert - Zuidas,52.34338,4.86931,Entire home/apt,120,4,5,27-05-2018,0.14,1,0
18557557,"Great, light and creative apartement in de pijp",47192918,S,,De Pijp - Rivierenbuurt,52.35324,4.89821,Entire home/apt,120,5,16,25-09-2019,0.43,1,0
18557924,B&B Canaliscious,128826790,Natasja & Mylan,,De Baarsjes - Oud-West,52.36165,4.85896,Private room,159,2,66,09-03-2020,1.93,4,358
18558833,Recently renovated luxurious apartment,838782,Renée,,Oud-Oost,52.35549,4.92383,Entire home/apt,165,3,5,02-01-2019,0.17,1,0
18559804,Stylish & Charming Duplex Family APT + Roofterrace,4168793,Asaf,,De Baarsjes - Oud-West,52.36832,4.85302,Entire home/apt,149,6,8,27-07-2019,0.22,1,0
18559856,Cosy Arty guest suite old city,19562807,Tahier,,Centrum-West,52.37287,4.89858,Private room,130,2,51,16-03-2020,1.36,2,353
18559901,Midtown Royal Apartment,128826790,Natasja & Mylan,,De Baarsjes - Oud-West,52.36775,4.87403,Hotel room,179,2,112,25-05-2020,3.11,4,319
18560093,Lovely room in Amsterdam north,62118163,Giulia,,Noord-Oost,52.39575,4.93715,Private room,50,2,4,30-06-2017,0.11,1,0
18570878,Renovated 100% private studio & bathroom in center,5349668,Mélanie,,Oud-Oost,52.35688,4.90917,Entire home/apt,100,2,86,07-03-2020,2.31,1,89
18572594,Charming & cozy apartment close to RAI | 2P,128950672,Elsbeth,,De Pijp - Rivierenbuurt,52.34142,4.89414,Entire home/apt,108,2,2,06-06-2017,0.05,1,0
18572976,Midtown Twin Studio,128826790,Natasja & Mylan,,De Baarsjes - Oud-West,52.36775,4.87403,Hotel room,135,2,32,19-01-2020,0.97,4,319
18573628,Midtown Triple Room,128826790,Natasja & Mylan,,De Baarsjes - Oud-West,52.36775,4.87403,Hotel room,165,2,92,11-03-2020,2.47,4,352
18574201,Apartment on the populair east side 'Dapperbuurt',128962416,Daan,,Oud-Oost,52.36191,4.92456,Entire home/apt,300,2,15,21-07-2019,0.4,1,344
18574813,Private studio in 17th century canal house,128964273,Naomi,,Centrum-West,52.37436,4.88603,Private room,140,3,170,15-03-2020,4.59,1,275
18574837,"Modern, Spacious, family-friendly in great area!",4627701,Jillian,,Slotervaart,52.36828,4.83713,Entire home/apt,175,2,6,10-06-2018,0.16,1,0
18576076,LOVELY APT NEAR CITY CENTRE,21924177,Melanie,,Centrum-Oost,52.36943,4.9171,Private room,90,3,3,04-06-2017,0.08,1,0
18576078,"Beautiful & Romantic apt | Canals, Museum, Antique",128972147,Michiel,,Centrum-Oost,52.3647,4.88944,Entire home/apt,170,2,1,25-05-2017,0.03,1,0
18576284,Luxury loft with garden in city centre Amsterdam,128974233,Joanneke,,Centrum-West,52.37536,4.89372,Private room,158,2,171,08-03-2020,4.58,1,326
18581117,Light room,128581107,Lambert,,Centrum-West,52.38173,4.88505,Entire home/apt,208,8,0,,,1,177
18584642,Amsterdam,129037804,Jolanda,,De Aker - Nieuw Sloten,52.34399,4.78908,Entire home/apt,250,4,0,,,1,0
18588581,Charming appartment nearby center,55631936,Judith,,De Baarsjes - Oud-West,52.36318,4.85538,Entire home/apt,75,2,14,16-09-2018,0.38,1,0
18588711,Spacious house with 2 terraces close to centre!,128971834,Anouk,,Oud-Oost,52.35739,4.9079,Entire home/apt,199,3,7,25-08-2017,0.19,1,0
18588879,Stunning apartment  amazing location in the Pijp,6897982,Nynke,,De Pijp - Rivierenbuurt,52.35492,4.90033,Entire home/apt,155,3,15,15-07-2018,0.41,1,0
18589514,Stylish apt with rooftop in Museum Quarter,91108918,Stephanie,,Zuid,52.35227,4.88468,Entire home/apt,200,3,27,16-02-2020,0.73,1,159
18589598,Light apartment with garden in de Pijp,22395925,Sanne,,De Pijp - Rivierenbuurt,52.34945,4.89395,Entire home/apt,119,4,20,04-11-2019,0.54,1,0
18592811,Comfortable room in the heart of Amsterdam.,124609481,Ally,,Centrum-Oost,52.36499,4.89275,Private room,65,2,4,06-10-2017,0.11,2,0
18593095,Cozy apartment - great location,37535517,Amin,,Oud-Oost,52.35881,4.91333,Entire home/apt,230,1,16,26-05-2019,0.45,1,365
18597302,Luxury 200m2 house with garden and sauna,81259188,Carel,,Zuid,52.34713,4.86821,Entire home/apt,300,10,4,22-10-2017,0.11,1,0
18598791,Whole Home in the centre of Amsterdam,13352583,Christopher,,De Baarsjes - Oud-West,52.36668,4.86666,Entire home/apt,120,4,27,17-11-2019,0.73,1,0
18604324,Quiet & light apartment in the trendy east-side,4577738,Sanne,,Oud-Oost,52.35834,4.91704,Entire home/apt,130,2,17,29-07-2019,0.45,1,0
18604933,Cosy Bellamy apartment,129211631,Jeroen,,De Baarsjes - Oud-West,52.36611,4.86614,Entire home/apt,135,3,10,29-05-2019,0.28,1,0
18606303,rivervieuw houseboatappartement,124583661,Judith,,Centrum-Oost,52.36703,4.89988,Entire home/apt,210,3,125,07-03-2020,3.39,1,309
18606343,Modern appartment for two,33718658,Kasper,,Oud-Oost,52.35457,4.92488,Entire home/apt,139,10,5,04-11-2018,0.14,1,0
18608839,"Peaceful, airy 1 bedroom with balcony",22958059,Jiltina,,De Baarsjes - Oud-West,52.36305,4.86513,Entire home/apt,125,3,29,20-08-2019,0.79,1,0
18609671,Comfortable and light apartment with canal view,9211055,Carolien,,Zuid,52.35024,4.85081,Entire home/apt,130,3,7,01-10-2018,0.19,1,0
18610613,"Houseboat in the centre of Amsterdam, luxury chill",67179220,Maarit,,Centrum-Oost,52.3641,4.90687,Entire home/apt,300,3,41,23-07-2019,1.11,1,92
18610618,Nice apartment for 4 in a fantastic location!,3032781,Francesco,,De Pijp - Rivierenbuurt,52.35659,4.89733,Entire home/apt,150,2,5,25-06-2017,0.14,2,0
18612145,Bunk bed for 2 persons in AmsterdamAmsterdam,129277658,Henky,,De Baarsjes - Oud-West,52.36581,4.85495,Private room,65,2,277,07-03-2020,7.38,2,252
18613035,Bed and Bike - Dike House (Amsterdam North),129284914,Pascal,,Oud-Noord,52.39142,4.93783,Private room,75,3,18,29-09-2019,0.67,1,20
18613398,Beautiful appartment with balcony!,56629949,Stefanie,,Zuid,52.35696,4.85279,Entire home/apt,100,1,16,26-02-2020,0.44,1,0
18614166,Beautiful Family House next to Vondelpark,3118414,Christian & Tiina,,Zuid,52.35156,4.86105,Entire home/apt,180,5,1,23-08-2018,0.05,1,0
18614662,Beautiful & modern appartment in amsterdam east,33058678,Mariska,,Oud-Oost,52.35388,4.9201,Entire home/apt,129,7,1,31-07-2019,0.1,1,0
18620522,Stylish & bright apartment nearby the Amstel River,129357360,Louka,,Oud-Oost,52.35438,4.91154,Entire home/apt,110,2,10,16-07-2017,0.27,1,0
18621636,Bright and comfy apartment | Jordaan & City Center,129364099,Tim,,De Baarsjes - Oud-West,52.36909,4.87318,Entire home/apt,175,2,11,18-09-2018,0.29,1,0
18622311,Amsterdam Boutique B&B Wharf,32644677,Joni,,Oud-Noord,52.39061,4.9376,Hotel room,250,3,0,,,1,43
18622506,Private All-in Penthouse room (renovated 01-2020),126555379,Richard,,Zuid,52.35005,4.85112,Private room,100,1,240,21-03-2020,6.41,2,231
18623118,"One bedroom apartment Amsterdam
West",129374601,Daantje,,Bos en Lommer,52.38095,4.85233,Entire home/apt,75,1,1,12-08-2017,0.03,1,0
18624716,"The Attic ""Por do Sol"" Amsterdam",114117254,Luz,,Zuid,52.3476,4.84963,Private room,75,2,63,03-01-2020,1.68,1,364
18625789,Comfortable apartment at popular Indische Buurt,60310213,Anne,,Oostelijk Havengebied - Indische Buurt,52.36457,4.94396,Entire home/apt,110,2,2,13-08-2017,0.06,1,0
18627099,Apartment + garden in Amsterdam Centrum,88871552,Leana,,De Pijp - Rivierenbuurt,52.34856,4.89054,Entire home/apt,210,2,21,07-10-2018,0.56,1,0
18627272,Studio - Delistraat,19144697,Sarah,,Oostelijk Havengebied - Indische Buurt,52.3642,4.93177,Entire home/apt,94,4,36,03-01-2020,0.97,1,0
18629212,Lovely studio Mansion with Roof Top @Dam Square,18556603,Maarten,,Centrum-West,52.37227,4.88999,Entire home/apt,100,3,36,27-01-2020,0.97,1,0
18631089,Charming apartment with a lake view in Amsterdam!,82173941,Nathalie,,Oostelijk Havengebied - Indische Buurt,52.37751,4.92214,Entire home/apt,145,3,18,30-11-2019,0.49,2,270
18631508,"Unique space: own kitchen, bathroom, roof terrace!",57087005,Jesper & Ellen & Yara,,De Baarsjes - Oud-West,52.37037,4.86545,Private room,79,3,188,12-03-2020,5.02,1,13
18640810,Amazing river view penthouse ‘Amstel Life’,129455304,Pien,,Oud-Oost,52.35817,4.90614,Entire home/apt,129,3,24,20-10-2019,0.65,1,0
18644351,Close but Quiet Amsterdam Retreat,9308188,Mathias,,Noord-Oost,52.39641,4.93409,Entire home/apt,150,2,3,25-06-2017,0.08,1,0
18646609,Authentic Dutch 2BDR apartment @ City Centre,129410275,Alexandra,,Centrum-West,52.38222,4.88921,Entire home/apt,99,2,36,01-09-2019,1.01,1,0
18647276,Spacious and Modern appartment in Amsterdam,129569465,Natalie,,Osdorp,52.35998,4.79326,Entire home/apt,93,3,15,15-11-2018,0.4,1,0
18649192,Perfect family house in lively neigbourhood.,129585296,Riesjart,,De Baarsjes - Oud-West,52.3676,4.85704,Entire home/apt,139,2,0,,,1,0
18650091,Classic Amsterdam apartment,9445571,Thomas,,De Baarsjes - Oud-West,52.35905,4.85041,Entire home/apt,200,2,0,,,1,0
18650212,"Typical Dutch house in center,  3 BR & garden",125405697,Jasper & Linda,,Zuid,52.35391,4.88509,Entire home/apt,349,5,10,25-08-2019,0.3,1,88
18652513,Great house next to famous Jordaan and Westerpark,925464,Jochum & Joey,,Westerpark,52.37766,4.87351,Entire home/apt,150,3,3,02-09-2017,0.09,1,0
18659438,Cozy room on the Amsterdam canals md,72040780,Hanneke,,Centrum-Oost,52.36445,4.88954,Private room,115,2,164,17-03-2020,4.71,5,81
18660534,The perfect Amsterdam Experience,29371657,Danique,,De Baarsjes - Oud-West,52.37254,4.87311,Entire home/apt,135,2,24,05-02-2020,0.65,1,0
18660650,"Very nice 2 bedroom apartment, very well located!",45734209,Helen,,Buitenveldert - Zuidas,52.33341,4.874,Entire home/apt,100,2,2,21-05-2017,0.05,1,0
18661034,Sunny & spacious Jordaan garden apartment,72351034,Nan,,Centrum-West,52.37527,4.87927,Entire home/apt,275,4,8,24-10-2019,0.23,1,0
18663550,Typical Dutch family house in Amsterdam,15673927,Theo,,Zuid,52.35425,4.87006,Entire home/apt,210,3,0,,,1,0
18664793,"Light, cosy and quiet apartment in Westerpark area",61689453,Meindert,,Westerpark,52.38545,4.87233,Entire home/apt,125,2,32,24-02-2020,0.86,1,81
18665291,Hotspot & ground floor apartment,26843240,Maarten,,De Pijp - Rivierenbuurt,52.35634,4.8963,Entire home/apt,179,7,30,28-12-2019,0.84,4,56
18666266,Beautiful city center apartment,26843240,Maarten,,De Pijp - Rivierenbuurt,52.35537,4.89488,Entire home/apt,149,7,30,09-03-2020,0.84,4,48
18667201,Perfect for large families with small kids,82981693,Caroline,,Zuid,52.34491,4.86199,Entire home/apt,285,4,30,01-01-2020,0.82,1,40
18667438,Spacious house with lovely garden,6668266,Jasja,,Westerpark,52.39081,4.87783,Entire home/apt,100,1,13,31-10-2019,0.36,1,0
18667495,"Brand new, modern house with garden",23064080,Ewoud,,Zuid,52.34853,4.846,Entire home/apt,90,2,0,,,1,0
18668041,Spacious Apartment is vibrant neighbourhood,55892903,Martina,,De Baarsjes - Oud-West,52.37299,4.85426,Entire home/apt,49,2,33,18-02-2020,0.88,1,0
18668202,Maisonette Apartment on Albert Cuyp Market,22268425,Florian,,De Pijp - Rivierenbuurt,52.35625,4.89906,Entire home/apt,149,3,3,15-07-2018,0.08,1,0
18668834,Spacious 2-level apartment with roof terrace,30985166,Dick,,Westerpark,52.37961,4.87057,Entire home/apt,199,10,2,22-09-2017,0.05,1,83
18670045,Beautiful sunny design apartment,17117154,Pinar,,Westerpark,52.38022,4.87023,Entire home/apt,150,2,15,10-06-2018,0.4,1,0
18672186,Beautiful apartment for two in Amsterdam,129776654,Taf,,Geuzenveld - Slotermeer,52.37357,4.82791,Entire home/apt,119,2,9,10-06-2018,0.24,1,0
18677597,Private room in Amsterdam Old West,12073891,Sarah,,De Baarsjes - Oud-West,52.37148,4.86719,Private room,50,4,0,,,1,0
18681903,Room A'dam Beach and City/Private Bathroom,129858996,Heidi,,IJburg - Zeeburgereiland,52.35312,5.00852,Private room,100,2,24,02-01-2020,0.65,1,11
18685245,Beautiful apartment in Amsterdam Noord,20168660,Mareijn & Jeanine,,Noord-Oost,52.3935,4.94868,Entire home/apt,85,2,11,10-03-2020,0.3,1,7
18685482,Cute appartment,13176125,Roel And Georgia,,Watergraafsmeer,52.35475,4.93194,Entire home/apt,150,3,22,15-03-2020,0.6,1,0
18686255,"Charming, city appartment for 2",29913047,Lise,,Zuid,52.34739,4.84829,Entire home/apt,150,1,2,15-07-2018,0.06,1,0
18687801,Apartment in Amsterdam North,28098183,Davide,,Oud-Noord,52.38523,4.91285,Entire home/apt,120,4,6,17-09-2019,0.29,1,7
18688601,Welkom to Amsterdam,129911134,Evert,,Geuzenveld - Slotermeer,52.37887,4.78951,Entire home/apt,139,2,34,01-01-2020,0.92,1,360
18689521,Double room incl. free bike near the citycenter,125057128,M,,De Baarsjes - Oud-West,52.37357,4.86364,Private room,81,3,82,17-02-2020,2.37,2,144
18694345,Stylish & cozy apartment  | Next to the centre,129964507,Rosa,,Oud-Oost,52.35777,4.91283,Entire home/apt,131,3,1,01-06-2017,0.03,1,0
18696457,Large Room Amsterdam Oost,17532356,Lindsay,,Oostelijk Havengebied - Indische Buurt,52.36045,4.93431,Private room,54,2,12,02-04-2018,0.33,1,0
18698928,Appartment for rent,129996478,Lisa,,Slotervaart,52.35072,4.83872,Entire home/apt,75,2,0,,,1,0
18701840,"Lovely apartment, best location you can find!",102247804,Jessie Jazz,,Centrum-Oost,52.36287,4.90002,Entire home/apt,220,2,35,02-01-2020,0.93,2,160
18705284,COZY PRIVET ROOM CLOSE TO CENTRE,106436983,Esmeralda,,Bos en Lommer,52.3802,4.85276,Private room,65,1,44,06-09-2019,1.21,1,252
18705301,Warm family home - 20 mins from city center,58596025,Tessa,,Watergraafsmeer,52.34199,4.94617,Entire home/apt,125,2,10,12-08-2019,0.27,1,13
18709972,Cozy apartment in the Pijp,47111533,Josephine,,De Pijp - Rivierenbuurt,52.35624,4.88929,Entire home/apt,119,2,13,28-07-2018,0.35,1,0
18710840,Charming Bright sunny apartment in de Pijp!,2138177,Andy,,De Pijp - Rivierenbuurt,52.35107,4.90355,Entire home/apt,130,2,34,02-03-2020,0.99,1,0
18711113,Spacious two level apartment with sunny garden,25582882,Aurelie,,Oostelijk Havengebied - Indische Buurt,52.36547,4.93512,Entire home/apt,160,2,1,28-05-2017,0.03,1,0
18712415,Riverside apartment: Bright and Charming 1 Bedroom,17224368,Anya And Heinric,,De Pijp - Rivierenbuurt,52.34198,4.90802,Entire home/apt,85,1,0,,,1,0
18713284,Luxurious apt. A'dam centre,20459878,Matthijs,,Centrum-West,52.36619,4.87956,Entire home/apt,199,2,17,25-09-2019,0.51,1,362
18718306,Entire Apartment with roof terrace,130154926,Martijn,,Westerpark,52.37636,4.875,Entire home/apt,150,2,16,15-09-2017,0.46,2,0
18718588,Spacious family home with garden in the NDSM area,54579697,Ilana,,Noord-West,52.40663,4.90464,Entire home/apt,150,4,15,30-07-2019,0.42,1,127
18720105,Super charming apartment next to the Pijp!,94608104,Femke,,De Pijp - Rivierenbuurt,52.34713,4.90417,Entire home/apt,129,3,7,12-11-2018,0.19,1,0
18725897,Private room in prime Vondelpark area + balcony,2822254,Nick,,De Baarsjes - Oud-West,52.36383,4.86099,Private room,90,3,24,16-04-2018,0.64,2,0
18726350,Modern ground floor apartment near RAI and WTC,130234233,Helen,,Slotervaart,52.34904,4.83043,Entire home/apt,130,3,19,18-09-2018,0.52,1,9
18728120,Family house near centre of Amsterdam,47691349,Meike,,Geuzenveld - Slotermeer,52.38256,4.83084,Entire home/apt,200,4,11,16-08-2019,0.32,1,0
18729830,Amazing luxury split-level loft apartment,23852558,Sander,,De Pijp - Rivierenbuurt,52.35561,4.90226,Entire home/apt,295,3,14,05-09-2019,0.39,1,32
18730995,Beautiful apartment with balcony in Amsterdam,14376149,Chiel,,Oud-Oost,52.35862,4.92566,Entire home/apt,160,2,3,27-08-2017,0.08,1,0
18732157,Modern apartment 500 meter from Museumdistrict,27834678,R.A,,Zuid,52.35357,4.88354,Entire home/apt,150,2,4,28-05-2017,0.11,1,0
18732770,Beautiful apartment with great roof terrace | 2BD,35385780,Lotte,,De Baarsjes - Oud-West,52.36214,4.85544,Entire home/apt,200,2,0,,,1,0
18733149,Apartment close to Vondelpark (oud-west),58167116,Meltem,,De Baarsjes - Oud-West,52.36296,4.86263,Entire home/apt,200,2,26,12-08-2019,0.72,1,0
18733380,"Spacious (110sqm) comfy family home, near centre",7999699,Nathan,,De Baarsjes - Oud-West,52.37065,4.85693,Entire home/apt,195,2,30,17-02-2020,0.86,1,24
18733799,Large family home perfect for a quiet break,60769053,Ioana,,Bos en Lommer,52.3749,4.85818,Entire home/apt,150,5,0,,,1,0
18739987,Spacious and bright apartment close to the Centre,130367712,Maitrayee,,Oud-Oost,52.35522,4.92315,Entire home/apt,120,2,8,27-07-2017,0.22,1,0
18740193,"Beautiful, Sunny Apartment in De Baarsjes",29370872,Rhian,,De Baarsjes - Oud-West,52.372,4.85178,Entire home/apt,85,3,3,31-12-2017,0.09,1,0
18740863,Big apartment in de centre of Amsterdam,130374568,Hardy,,Centrum-Oost,52.35924,4.89356,Entire home/apt,395,2,6,17-06-2018,0.16,1,0
18742280,Stylish apartment in lively Amsterdam West,2242015,Marre,,De Baarsjes - Oud-West,52.36089,4.85857,Entire home/apt,129,4,17,10-09-2018,0.45,1,105
18744488,Indische buurt.,2381477,Marie,,Oostelijk Havengebied - Indische Buurt,52.36088,4.93489,Entire home/apt,135,2,5,18-08-2019,0.13,1,0
18744697,Sunny apartment with beautiful canalview,130398132,Ruud,,De Baarsjes - Oud-West,52.35788,4.85644,Entire home/apt,125,4,8,23-11-2019,0.29,1,0
18745104,Lovely 2 bedroom apartment with 2 balconies,45365962,Job,,De Pijp - Rivierenbuurt,52.34214,4.91081,Entire home/apt,175,3,2,07-08-2017,0.05,3,0
18746453,Authentic 2P apartment near Jordaan | City Centre,130403587,Barry,,Westerpark,52.37451,4.87351,Entire home/apt,100,2,2,30-10-2017,0.06,1,0
18746775,Very Spacious & Luxurious Canalhouse Villa,119159862,Casper & Simone,,Centrum-West,52.36837,4.88167,Entire home/apt,896,2,8,19-05-2019,0.29,1,177
18747367,Sunny Apartment on Dappermarket with Terrace,49537040,Nikki,,Oud-Oost,52.36351,4.92663,Entire home/apt,109,2,20,29-03-2019,0.53,1,0
18747974,"Bright, modern studio with roof terrace + bike",1315054,Chen,,Zuid,52.34837,4.84648,Private room,70,4,27,02-07-2018,0.74,1,0
18748664,Bright and spacious apt with balcony in Old West!,17009817,Dennis,,De Baarsjes - Oud-West,52.3724,4.87175,Entire home/apt,195,2,16,26-12-2019,0.44,1,0
18749386,Cosy room with balcony in lovely apartment,45365962,Job,,De Pijp - Rivierenbuurt,52.34211,4.91239,Private room,80,1,12,19-09-2018,0.34,3,0
18749967,Bright & spacious apartment in Amsterdam,10254753,Veronique,,De Pijp - Rivierenbuurt,52.34146,4.90499,Entire home/apt,145,2,11,20-09-2019,0.3,1,0
18750842,Spacious house in green oasis in Amsterdam,31812735,Carolina,,Bijlmer-Oost,52.32707,4.97956,Entire home/apt,150,7,4,05-08-2019,0.12,1,0
