id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2818,Quiet Garden View Room & Super Fast WiFi,3159,Daniel,,Oostelijk Havengebied - Indische Buurt,52.36575,4.94142,Private room,59,3,278,14-02-2020,2.04,1,158
9693,Top Location on Canal (Center Flat),32366,Sabine And Sander,,Centrum-West,52.37802,4.8927,Entire home/apt,119,3,55,29-06-2018,0.44,1,17
20168,Studio with private bathroom in the centre 1,59484,Alexander,,Centrum-Oost,52.36509,4.89354,Private room,100,1,340,09-04-2020,2.72,2,31
25428,Lovely apt in City Centre (w.lift) near Jordaan,56142,Joan,,Centrum-West,52.37297,4.88339,Entire home/apt,125,14,5,09-02-2020,0.17,1,212
27886,"Romantic, stylish B&B houseboat in canal district",97647,Flip,,Centrum-West,52.38761,4.89188,Private room,135,2,217,02-03-2020,2.12,1,235
28871,Comfortable double room,124245,Edwin,,Centrum-West,52.36719,4.89092,Private room,75,2,332,16-03-2020,2.78,3,258
29051,Comfortable single room,124245,Edwin,,Centrum-West,52.36773,4.89151,Private room,55,2,479,14-03-2020,4.26,3,277
31080,2-story apartment + rooftop terrace,133488,Nienke,,Zuid,52.35132,4.84838,Entire home/apt,219,3,32,16-10-2017,0.3,1,159
41125,Amsterdam Center Entire Apartment,178515,Fatih,,Centrum-West,52.37891,4.88321,Entire home/apt,180,4,89,10-02-2020,0.77,1,16
42970,Comfortable room@PERFECT location + 2 bikes,187580,Micha,,Centrum-West,52.36781,4.89001,Hotel room,159,3,471,26-02-2020,3.96,2,321
43109,Oasis in the middle of Amsterdam,188098,Aukje,,Centrum-West,52.37537,4.88932,Entire home/apt,210,3,850,07-03-2020,9.83,1,0
46386,Cozy loft in central Amsterdam,207342,Joost,,De Pijp - Rivierenbuurt,52.35247,4.90825,Entire home/apt,150,3,3,03-01-2018,0.03,1,0
48076,Amsterdam Central and lot of space,219080,Franklin,,Centrum-West,52.38042,4.89453,Private room,270,4,208,17-02-2020,1.97,2,249
49552,Multatuli Luxury Guest Suite in top location,225987,Joanna & MP,,Centrum-West,52.38028,4.89089,Entire home/apt,220,3,367,10-03-2020,3.13,1,271
49790,Luxurous Houseboat-Great Location,227530,Klaas,,De Baarsjes - Oud-West,52.36266,4.86103,Entire home/apt,250,3,103,14-05-2019,0.93,1,365
50515,"Family Home (No drugs, smoking or parties)",231864,Karin,,Bos en Lommer,52.37727,4.83925,Entire home/apt,120,4,17,20-02-2020,0.23,1,130
50518,Perfect central Amsterdam apartment,231806,Nikki,,Westerpark,52.38201,4.87865,Entire home/apt,135,1,108,02-03-2020,1.16,1,0
50523,B & B de 9 Straatjes (city center),231946,Raymond,,Centrum-West,52.36841,4.88413,Private room,115,2,298,16-03-2020,2.59,1,343
52490,Amsterdam Aqua,185836,VictorLuke,,Oostelijk Havengebied - Indische Buurt,52.37005,4.93869,Private room,80,2,102,01-01-2020,0.87,1,0
53671,Nice room near centre with en suite bath,247822,Georg,,Westerpark,52.38905,4.88559,Private room,75,3,309,16-03-2020,2.77,1,156
53692,Large quiet Studio with gardenview in hip area.,246493,DoJo,,De Pijp - Rivierenbuurt,52.35348,4.90049,Private room,60,5,323,17-03-2020,2.94,2,40
55256,Luminous central room,260785,Lotte,,Centrum-Oost,52.37126,4.90351,Private room,86,1,179,30-12-2019,1.58,1,0
55621,"Fully equiped house, PIJP area = great",262846,Bharati,,De Pijp - Rivierenbuurt,52.35386,4.89772,Entire home/apt,222,3,31,28-07-2019,0.27,1,14
55703,groundfloor apartment with patio,263214,Arjan,,Bos en Lommer,52.37561,4.85819,Entire home/apt,250,3,3,19-10-2016,0.05,1,365
55709,Bright Loft in Centre Amsterdam,263233,Jan-Willem,,Centrum-Oost,52.35896,4.89726,Entire home/apt,159,4,58,09-02-2020,0.5,1,17
55807,"Greatly located, cozy atmosphere",263844,Rai & Clo,,De Baarsjes - Oud-West,52.36966,4.86203,Private room,60,2,157,15-01-2020,1.35,1,0
55868,Apartment near Museumplein (centre),264178,Cornelie,,Zuid,52.35613,4.88515,Entire home/apt,149,4,95,03-01-2020,0.83,1,15
58211,En Suite Apartment in a monumental canal house,278253,Marcel,,Centrum-West,52.36916,4.88445,Private room,220,3,108,12-03-2020,1.12,1,310
60721,Kingsize Room With Single Bed Respond in 24 hrs,292894,André,,De Baarsjes - Oud-West,52.37335,4.85373,Private room,20,30,29,05-04-2015,0.26,1,341
62015,"Charming, beautifully & sunny place",301340,Jessica,,Oud-Oost,52.36445,4.93124,Entire home/apt,109,2,30,24-11-2019,0.26,1,144
62801,Very nice appartment ALL of januari,306117,Jan,,Bos en Lommer,52.38459,4.85463,Entire home/apt,750,30,0,,,1,365
64736,Luxury Houseboat,306192,Conny,,De Baarsjes - Oud-West,52.36348,4.86783,Entire home/apt,189,3,103,06-08-2019,1.25,1,0
64769,Unique 3 bedroom house in Centre,312863,Marijntje,,Centrum-Oost,52.36225,4.902,Entire home/apt,450,4,27,05-01-2019,0.24,1,129
67841,Amsterdam - The Pijp Apartment 1A,335166,Dene,,De Pijp - Rivierenbuurt,52.35472,4.89324,Entire home/apt,100,2,16,12-08-2019,0.2,2,0
68290,Rebel - Private Room,336950,Manuel,,Centrum-West,52.36887,4.89523,Private room,149,3,659,25-10-2019,5.86,2,0
68873,Yves Klein - Private Room,336950,Manuel,,Centrum-West,52.3695,4.89556,Private room,109,3,579,30-10-2019,5.11,2,0
69042,Cozy comfortable Studio | At the Canals | Vondelpark!,344312,Kjetil,,Centrum-West,52.37353,4.87691,Hotel room,108,3,154,06-01-2020,1.39,2,137
70598,Attic room with doublebed available,339333,Nadira,,Noord-West,52.41433,4.92014,Private room,53,1,106,23-02-2020,2.06,1,123
73208,Centre Museum Quarter Apt Roof Deck,381900,Vikki,,Zuid,52.35935,4.87672,Entire home/apt,220,5,62,06-07-2019,0.55,1,160
73917,B28 Unique Houseboat  Herengracht,387205,Edwin,,Centrum-West,52.37894,4.8906,Entire home/apt,175,3,97,16-03-2020,1.13,1,1
75382,Garden Suite (Website hidden by Airbnb),399879,Tina,,Oud-Oost,52.36482,4.92762,Private room,105,3,252,12-03-2020,2.28,3,30
75444,Cottage Room- Completely Private,399879,Tina,,Oud-Oost,52.36551,4.92848,Private room,70,3,324,16-03-2020,2.95,3,44
75499,Red Studio Palamedes Amsterdam,400896,Edwin + Karin,,De Baarsjes - Oud-West,52.36145,4.87696,Private room,110,4,33,04-01-2018,0.31,2,336
76459,Yellow Studio Palamedes Amsterdam,400896,Edwin + Karin,,De Baarsjes - Oud-West,52.36342,4.87558,Private room,115,4,16,06-09-2017,0.14,2,340
76668,"studio INN, bright and spacious",409579,Guido,,Westerpark,52.38934,4.89089,Hotel room,145,3,64,05-03-2020,1.33,1,112
80635,TOP LOCATED Canalhouse B&B Jordaan,436145,Riks,,Centrum-West,52.37876,4.89264,Private room,105,2,218,01-01-2020,1.94,2,0
82482,The Backroom - Central private appt,186729,Shawna,,Centrum-West,52.37026,4.88003,Entire home/apt,95,2,843,15-03-2020,7.71,1,307
82748,Bright apt in central Amsterdam,450453,Rudolf,,Centrum-West,52.37307,4.89343,Entire home/apt,249,3,131,02-01-2020,1.17,2,339
83498,Single attic room for one person only,124245,Edwin,,Centrum-West,52.36723,4.89124,Private room,45,2,511,06-05-2020,6.69,3,212
83814,Central Studio apartment in Trendy De Pijp,457263,Daniel,,De Pijp - Rivierenbuurt,52.35632,4.88921,Entire home/apt,98,2,157,03-03-2020,1.41,1,59
84057,Bed&Bike SleepOnNature - free bikes,459028,Stefania,,De Baarsjes - Oud-West,52.36521,4.85136,Hotel room,100,3,94,08-03-2020,0.86,5,288
91535,"Privat room and shared Houseboat ""Ramona"" centre",494281,Michiel,,De Pijp - Rivierenbuurt,52.35774,4.89647,Private room,95,1,44,13-03-2020,0.41,1,43
96048,De Baronie B&B in historic centre,510526,Tuhami,,Centrum-Oost,52.3727,4.90776,Private room,55,1,178,13-03-2020,2.74,3,220
97221,Beautiful and spacious room,195859,Gianni,,Slotervaart,52.3491,4.83611,Private room,40,2,196,24-03-2020,1.8,2,357
101618,A room with a canalview,531200,Jackie,,Centrum-West,52.374,4.87915,Private room,150,2,2,24-12-2013,0.02,1,76
107195,"A'dam Centre, Bright and Comfy",249794,Marieke,,Centrum-Oost,52.37007,4.9196,Entire home/apt,150,2,37,31-12-2019,0.35,1,129
108890,Amsterdam at its best,563208,Jorien,,De Baarsjes - Oud-West,52.36083,4.85667,Entire home/apt,100,5,3,30-05-2018,0.08,1,0
118097,"all private, city center @ home with art-1",538659,Wendie And Hans,,Centrum-West,52.36571,4.88464,Private room,66,4,386,14-03-2020,3.87,2,153
118117,Lovely self contained studio in Oud West,596513,Nina & Benjamin,,De Baarsjes - Oud-West,52.36888,4.86955,Private room,87,3,545,17-03-2020,5.01,1,291
120872,Retro Luxury Apartment,607597,Martijn,,Bos en Lommer,52.38193,4.85541,Entire home/apt,99,2,151,27-05-2019,1.4,3,0
130390,Large private room for rent Center / De Pijp,642044,Jessy,,De Pijp - Rivierenbuurt,52.35517,4.88969,Private room,80,2,29,15-10-2017,0.27,1,0
137026,Entire house with garden in De Pijp,670266,Ton & Fede,,De Pijp - Rivierenbuurt,52.35361,4.90562,Private room,259,3,97,03-01-2020,0.94,1,66
137901,Houseboat with beautiful view,673879,Paulien,,Zuid,52.34751,4.84963,Entire home/apt,193,2,28,01-02-2018,0.27,1,0
141708,light modern & cosy apartment,689016,Cindy,,Oostelijk Havengebied - Indische Buurt,52.36461,4.93892,Entire home/apt,98,7,86,02-01-2020,0.79,2,16
148132,Bright room in lively Kinkerbuurt,715549,Remy,,De Baarsjes - Oud-West,52.3686,4.86487,Private room,52,2,4,25-11-2018,0.2,1,0
155548,Apartment 2 minutes from Centrum!,748161,Maria,,Oud-Oost,52.36528,4.9301,Entire home/apt,90,7,21,20-08-2019,0.2,1,0
162467,Modern app. with brand new design bathroom,776296,Nicole,,De Baarsjes - Oud-West,52.36368,4.85506,Entire home/apt,145,3,55,21-01-2020,0.61,1,353
165833,Amsterdam at your feet,790547,Bart,,De Baarsjes - Oud-West,52.37336,4.85754,Entire home/apt,74,2,41,10-03-2020,0.59,1,146
168769,"SUPERLOCATED Room in  CANALHOUSE, Private bath",436145,Riks,,Centrum-West,52.37956,4.89359,Private room,115,2,256,31-12-2019,2.42,2,0
169356,"Central,Rooftop 360',Zen,Canal-View, Bright,Quiet",806976,Nick,,Centrum-West,52.38172,4.8831,Entire home/apt,165,7,22,03-01-2020,0.21,1,0
170223,canal view in Jordaan & 9 Streets,811403,Francine,,Centrum-West,52.36991,4.88265,Entire home/apt,145,5,60,15-11-2019,0.58,1,193
171054,Spacious apartment next to center,815989,Kamiel,,De Baarsjes - Oud-West,52.36916,4.86643,Entire home/apt,120,3,103,28-11-2018,0.95,1,0
171498,Authentic Amsterdam Experience@Townhouse w/Rooftop,818319,Thijs,,Zuid,52.3559,4.87919,Entire home/apt,140,2,5,02-03-2020,1,1,97
171631,"Pleasant,cosy & crazy apartment with small balcony",818479,Keja,,De Baarsjes - Oud-West,52.36339,4.85402,Entire home/apt,79,4,48,17-09-2019,0.44,1,257
174592,Cosy Apt | IN CITY CENTRE | Close to Artis Zoo,834139,Daniel,,Centrum-Oost,52.36208,4.9101,Entire home/apt,125,2,139,29-09-2019,1.29,1,0
175989,Cat lover's paradise in Amsterdam's hottest street,58458,Dre,,De Baarsjes - Oud-West,52.35964,4.86713,Entire home/apt,100,2,101,02-06-2019,0.95,1,351
179528,Authentic Amsterdam apartment RAI,856540,Pierre,,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire home/apt,230,21,27,18-11-2019,0.25,2,124
182839,"Central, quiet, design apartment ",876866,Marian,,Oud-Noord,52.38624,4.90067,Entire home/apt,125,30,15,26-07-2012,0.15,1,0
188347,Clean & Cozy room in The Baarsjes,907405,Yahav,,De Baarsjes - Oud-West,52.36824,4.85321,Private room,50,2,362,14-03-2020,3.38,2,7
189754,Metropolitan B&B centre Amsterdam,915591,Marijn,,Centrum-West,52.37433,4.89247,Private room,160,2,185,28-02-2020,1.74,1,230
190943,Lovely light appartment with garden,922787,Nanna,,Zuid,52.35221,4.84661,Entire home/apt,150,4,10,07-05-2019,0.1,1,0
193038,Private Loft Ensuite in Center Amsterdam,935742,Johan,,Centrum-Oost,52.36057,4.89671,Private room,95,3,586,15-03-2020,5.5,1,169
198307,The best spot to discover Amsterdam,967796,Marie-Katrien,,Centrum-West,52.38393,4.89237,Entire home/apt,129,3,41,20-02-2020,0.38,1,0
199844,ART & DESIGN APARTMENT,976652,Home,,Westerpark,52.38351,4.87573,Entire home/apt,99,5,42,02-05-2017,0.39,1,159
200461,Studio next 2 V´park near Leidsepl.,539840,Johanna,,De Baarsjes - Oud-West,52.35931,4.86111,Entire home/apt,79,5,40,22-02-2020,0.37,1,49
203658,Best Area - Large Luxury 3 Bdr Home,999036,Eelco,,Zuid,52.34744,4.86886,Entire home/apt,284,3,24,02-07-2017,0.23,1,0
205759,Central yet quiet studio apartment,1011967,Tim,,De Baarsjes - Oud-West,52.36889,4.86429,Entire home/apt,99,1,2,27-07-2015,0.03,1,0
212050,Spacious home w roof garden,887591,Danielle,,De Baarsjes - Oud-West,52.36895,4.86452,Entire home/apt,180,3,19,14-08-2019,0.18,1,243
213721,Amsterdam Apartment (waterview),599238,Anouk,,Zuid,52.35165,4.84653,Entire home/apt,149,2,41,11-05-2019,0.39,1,0
214531,LUXURIOUS GUESTHOUSE in CITY CENTER,1107389,Henry,,Centrum-West,52.37169,4.89446,Private room,114,3,166,16-03-2020,1.59,1,243
219276,Suite in Canalhouse with Jacuzzi ,1135329,Amsterdam Boutique Apartments,,Centrum-West,52.36891,4.8897,Private room,265,2,10,22-02-2020,0.1,2,295
221922,❖100% independent studio sharing balcony and rest❖,732783,Max Osole,,Bos en Lommer,52.37954,4.85415,Private room,99,1,28,30-10-2019,0.27,1,0
222516,Cosy home in Amsterdam West | Quiet and safe,1155595,Alex,,De Baarsjes - Oud-West,52.3611,4.85894,Entire home/apt,119,3,128,06-01-2020,1.22,1,9
226121,Luxury apartment in trendy neighborhood,1178877,Eric,,De Baarsjes - Oud-West,52.35957,4.86589,Entire home/apt,140,4,94,29-10-2019,0.89,1,91
230710,Jordaan apt with views of canals and Westerkerk,1205924,Peter,,Centrum-West,52.37591,4.87807,Entire home/apt,125,14,16,31-08-2018,0.16,1,0
245927,Sonnenberg - Canal side & view - Private & Central,1005087,Wytse,,Centrum-West,52.36791,4.88809,Private room,398,2,90,24-02-2020,0.91,1,336
247805,"Bellavista, central,with canal view",1298735,Carolien,,De Baarsjes - Oud-West,52.36707,4.87348,Private room,119,2,343,13-01-2020,3.29,1,307
250751,Modern studio near central AMS,1314658,Mira,,Oostelijk Havengebied - Indische Buurt,52.3661,4.93299,Entire home/apt,70,4,160,11-03-2020,1.57,1,0
251444,Luxurious apartment at the Prinsengracht,1318753,Vosse,,Centrum-West,52.37231,4.89856,Entire home/apt,449,1,13,22-06-2018,0.13,2,179
252080,Amazing apartment historical centre,1322517,Evan,,Centrum-Oost,52.36961,4.90982,Entire home/apt,385,4,11,26-10-2019,0.11,1,212
253650,Great room @ BEST location  + 2 bikes!,187580,Micha,,Centrum-West,52.36775,4.88982,Hotel room,149,3,410,20-01-2020,4,2,341
254104,The Flying Pancake B&B Amsterdam,1334704,Claudia,,Centrum-Oost,52.36513,4.90837,Private room,149,2,81,16-12-2019,1.31,1,284
254800,Amazing apartment in city center,1337537,Dj,,Centrum-West,52.37131,4.88206,Entire home/apt,250,3,49,23-02-2020,0.57,1,102
255809,"bed & bike with free parking 
the house of finer",1344947,Flo & André,,De Pijp - Rivierenbuurt,52.34472,4.88613,Private room,150,2,84,06-06-2020,0.85,1,349
256670,"Caracteristic, family apartment",1350388,Stefan,,De Baarsjes - Oud-West,52.35941,4.85995,Entire home/apt,168,5,7,06-08-2019,0.08,1,30
258273,Great CENTRAL apartment De Pijp,1358307,Peter,,De Pijp - Rivierenbuurt,52.3542,4.8916,Entire home/apt,8000,30,8,22-10-2013,0.08,1,365
262394,Charming Studio with Roof Terrace,1376607,Martin,,Zuid,52.35519,4.85117,Private room,88,3,119,07-10-2019,1.2,1,0
265349,"Private, central & luxurious apment",1391689,Fleur,,De Baarsjes - Oud-West,52.36048,4.86345,Entire home/apt,85,2,22,02-05-2019,0.21,1,0
270839,Quiet room in sunny apartment on canal,1417625,Jan And Tota,,Bos en Lommer,52.37745,4.85994,Private room,70,3,216,08-03-2020,2.21,1,104
272597,"Luxury appartm, good neighbourhood",1426693,Arnoud,,Zuid,52.34633,4.85629,Entire home/apt,120,5,6,08-04-2018,0.1,1,0
274688,Cozy sleeping in popular Amsterdam West,1435990,Marij,,Bos en Lommer,52.37843,4.85484,Entire home/apt,125,2,43,10-08-2019,0.42,1,89
274706,Beautiful central & quiet apartment,1436134,Veronica,,Centrum-Oost,52.36427,4.88523,Entire home/apt,200,3,35,29-04-2018,0.35,1,85
275740,Comfort + Great Prinsengracht view,1441239,Edward,,Centrum-West,52.37959,4.88717,Entire home/apt,210,14,102,01-12-2015,0.98,1,243
276275,Great loft: live the good life. Long term rent,1443641,Gideon,,De Pijp - Rivierenbuurt,52.33921,4.89376,Entire home/apt,169,4,22,25-11-2017,0.23,1,221
277011,nice apartment in centre amsterdam,1446698,Aafje,,De Baarsjes - Oud-West,52.3583,4.85909,Entire home/apt,125,4,20,14-11-2018,0.21,2,0
282269,Your central home in wonderful AMS!,1471195,Judith,,Zuid,52.35017,4.85255,Entire home/apt,115,10,3,15-09-2015,0.04,1,0
283170,5-bedrooms house; central location,1451657,Marco,,Zuid,52.35353,4.87514,Entire home/apt,650,2,109,08-03-2020,1.1,1,270
283621,Luxury in CITY-CENTRE!,1477248,Erik,,Centrum-West,52.38057,4.88565,Entire home/apt,105,7,50,29-02-2020,0.49,9,0
284319,Excellent Room 3 centre Amsterdam,1480817,Gerard,,Centrum-Oost,52.36009,4.89461,Private room,115,2,16,03-01-2018,0.16,2,0
286374,Cozy and quiet 1 bedroom apartment,1173052,Anita,,Geuzenveld - Slotermeer,52.37899,4.83494,Entire home/apt,95,4,1,08-07-2019,0.09,1,170
286500,"Center,Canal View, Private Bathroom",1491565,David,,Centrum-West,52.37561,4.9,Private room,9000,3,275,06-03-2020,2.7,2,267
288967,BandB de Baarsjes Amsterdam,1501422,Erwin,,De Baarsjes - Oud-West,52.36192,4.85551,Private room,35,2,467,07-06-2020,4.77,1,207
289071,"Romantic houseboat in Jordaan, private room.",1501819,Tanneke,,Centrum-West,52.38037,4.88021,Private room,90,3,234,24-03-2020,2.28,1,40
290701,"Center, Large&Sunny Room,Pvt Bathrm",1491565,David,,Centrum-West,52.37561,4.9,Private room,9000,3,317,10-03-2020,3.13,2,310
291637,cosy bedroom | garden | near center | breakfast,1247363,Alexa & Scott,,Watergraafsmeer,52.35251,4.94338,Private room,95,2,8,12-02-2018,0.08,2,0
291752,Cozy & large bohemian style room ,1511330,Ton,,Oud-Oost,52.35279,4.91256,Private room,99,3,209,12-03-2020,2.03,1,365
293337,Sunny Apartment along river IJ,1493495,Tinda,,Oud-Noord,52.38171,4.9144,Private room,105,7,25,31-05-2019,0.25,1,157
293514,Volledig huis-apartement,1518360,Mw,,Oud-Noord,52.38744,4.9096,Entire home/apt,74,1,5,22-09-2015,0.08,1,0
294468,Amsterdam Center -entire apartment,1509881,Godelief,,Centrum-Oost,52.36294,4.90944,Entire home/apt,175,3,14,12-06-2017,0.24,1,0
301220,Cosy apartment in charming Jordaan,1550321,Frederika,,Centrum-West,52.37154,4.87596,Entire home/apt,125,3,83,28-02-2017,0.81,1,0
302426,Sunny family flat in the Jordaan!,1557454,Lia & Reinier,,Centrum-West,52.37997,4.88707,Entire home/apt,126,5,14,10-09-2017,0.14,1,0
304082,Quiet studio in the heart of town with Garden!,276068,Mirre,,Centrum-West,52.37075,4.89787,Private room,140,1,89,08-03-2020,0.89,2,318
304143,Unique Beautiful Houseboat (ship) in Center,1565319,Dick,,Centrum-Oost,52.36377,4.91831,Entire home/apt,85,3,52,07-03-2020,0.51,1,54
304189,Smack dab middle of Amsterdam,1565512,Benjamin,,Centrum-West,52.37094,4.87654,Entire home/apt,99,2,87,01-09-2019,0.86,1,91
305200,Split level Design Canal Apartment,1135329,Amsterdam Boutique Apartments,,Centrum-West,52.36957,4.8883,Entire home/apt,550,30,3,18-11-2018,0.06,2,1
305809,Canal & Parkview Apartment,1573009,Clyde,,Westerpark,52.38448,4.87116,Entire home/apt,275,1,162,20-10-2019,1.63,1,356
306852,"SunShine, A Sunny Amsterdam Special",1141485,Gisèle And Simon,,Centrum-Oost,52.35955,4.8979,Entire home/apt,200,3,21,28-10-2019,0.22,2,133
307497,Sailing Ship Amsterdam Centre (1),1582128,Petra,,Westerpark,52.39235,4.88601,Entire home/apt,464,2,97,27-01-2020,1.03,2,120
308028,"SunFlower, A Sunny B&B + 2 Bicycles",1141485,Gisèle And Simon,,Centrum-Oost,52.35853,4.89751,Private room,90,3,34,10-03-2019,0.45,2,140
309436,"Luxurious 17C Canal Villa Apt, Low-cost Parking",1570754,Janet,,Oud-Noord,52.39992,4.92,Entire home/apt,175,2,75,16-03-2020,0.86,1,364
310722,Cozy Central Apartment Amsterdam,1598424,Valentijn,,De Baarsjes - Oud-West,52.35901,4.8644,Entire home/apt,169,2,28,22-10-2016,0.32,1,0
311124,*historic centre* *bright* *canal view* *jordaan*,1600010,Anke & Robert,,Centrum-West,52.37143,4.87667,Entire home/apt,230,3,80,01-01-2020,0.81,2,352
311584,40 m2 Appartment near Leidseplein ,1023895,Luca And Aldo,,De Baarsjes - Oud-West,52.36684,4.87676,Entire home/apt,100,3,100,03-03-2020,1.17,1,0
311694,Excellent Room-2 Centre Amsterdam,1480817,Gerard,,Centrum-Oost,52.36176,4.89321,Private room,115,2,10,30-10-2019,0.16,2,7
314082,Comfy and cozy private apartment,1613692,Rosanne,,De Baarsjes - Oud-West,52.36253,4.86391,Entire home/apt,111,1,48,27-03-2020,0.48,1,0
314235,Ground floor apartment with patio in De Pijp,1613017,Jasper,,De Pijp - Rivierenbuurt,52.35718,4.89654,Entire home/apt,150,3,12,15-09-2019,0.12,1,0
314673,"""The Roosevelt Apt""  Amsterdam RAI",1616799,Daan,,De Pijp - Rivierenbuurt,52.34143,4.89142,Entire home/apt,199,2,38,31-08-2019,0.4,1,0
315820,76m2 app near center&park&amstel,1743575,Anna,,Oud-Oost,52.35562,4.91536,Entire home/apt,107,7,50,10-08-2019,0.5,1,343
319985,Elegant Appartement Central Location.,1640702,J,,De Pijp - Rivierenbuurt,52.35729,4.90163,Entire home/apt,50,2,306,07-06-2020,3.1,3,17
320689,Familyhome easy airport connection!,1642815,Janey,,Zuid,52.34919,4.85889,Entire home/apt,88,1,32,07-11-2016,0.32,1,0
327285,beautiful designed ap.+bikes+garden,1672823,Ester,,De Pijp - Rivierenbuurt,52.3555,4.89215,Private room,143,3,515,05-06-2020,5.13,2,26
328723,"DELUXE PENTHOUSE, Very Center A'dam",1657165,Franciscus (François),,Centrum-Oost,52.36902,4.90194,Entire home/apt,295,7,20,28-05-2018,0.21,1,313
331946,Lovely FAMILY house near Vondelpark,1687595,Sebastiaan,,De Baarsjes - Oud-West,52.36182,4.85699,Entire home/apt,275,2,27,21-07-2019,0.33,1,0
340994,Stay at 'Perfect appartement in the center' by the,1730202,Anja,,Centrum-Oost,52.36884,4.90648,Entire home/apt,150,4,37,21-10-2019,0.37,1,0
342540,cosy quiet studio  garden view C,1738291,Rijmert,,Watergraafsmeer,52.35584,4.9335,Private room,72,2,287,16-02-2020,2.88,1,365
343094,Amstel Nest - an urban retreat for two,1740785,Rob & Fang,,Oud-Oost,52.35549,4.90852,Private room,60,4,384,16-03-2020,3.89,1,83
345397,SPACIOUS historical Amsterdam apartment 120m2,1751751,Nyika,,De Pijp - Rivierenbuurt,52.35711,4.90391,Entire home/apt,169,2,43,08-03-2020,0.43,1,0
350271,Luxe boat AMSTERDAM IJBURG!!!,1775032,Agustina,,IJburg - Zeeburgereiland,52.36076,4.98876,Entire home/apt,395,7,3,17-09-2018,0.05,1,358
357980,★ STYLISH FAMILY HOME - CITY CENTER,1811745,Marre,,De Baarsjes - Oud-West,52.36545,4.8753,Entire home/apt,245,2,79,08-03-2020,0.79,1,43
361342,★ Stunning City Centre Apartment #3,1826139,Esther & Jan,,Centrum-West,52.37962,4.8945,Entire home/apt,299,7,99,26-11-2019,1,8,127
362458,"Bright, newly renovated apartment in Center-East",1831568,Roel,,Centrum-Oost,52.37021,4.93007,Entire home/apt,99,6,52,14-09-2019,0.57,1,0
364728,Fancy decorated little Tsarina  privéapartment,1155851,Tsarina,,Centrum-Oost,52.37102,4.93062,Entire home/apt,129,2,198,13-02-2020,1.99,2,191
367107,"PEACEFUL HOME IN HISTORIC CENTRE, NEXT TO AMSTEL",1853421,Marijn,,Centrum-Oost,52.36248,4.90204,Entire home/apt,300,3,11,02-01-2020,0.18,1,5
367491,"Charming,  bright and quiet home center Amsterdam",1855417,Maarten,,De Baarsjes - Oud-West,52.36594,4.87807,Entire home/apt,188,3,67,12-02-2020,0.67,1,0
370695,Pied a Terre in top located canal,1294098,Fernando,,Centrum-West,52.37001,4.88787,Entire home/apt,120,20,107,14-12-2018,1.09,1,200
378523,Freedom on the water!,1901477,Caroline,,Centrum-Oost,52.37213,4.90379,Entire home/apt,280,3,118,30-10-2019,1.25,1,177
379885,Private Studio Houseboat *BEST VIEW* @ Amstel,1907015,Masha,,Oud-Oost,52.35466,4.90763,Private room,199,3,81,07-03-2020,0.83,2,364
384909,"Central Loft, Great Rooftop Terrace",1927004,Lisanne,,Centrum-West,52.37393,4.87793,Entire home/apt,199,2,111,01-01-2020,1.12,1,0
387644,"Lovely apt, Amsterdam /Jordaan.",1939619,Melih,,Westerpark,52.37927,4.8775,Entire home/apt,295,4,55,21-10-2019,0.57,1,0
396125,Room in Jordaan Heart of Amsterdam,1979865,Carolyn,,Centrum-West,52.37824,4.88532,Private room,85,3,574,02-03-2020,5.8,1,0
400325,Cozy City Centre Studio Apartment,1998272,Sascha,,Centrum-Oost,52.36123,4.89489,Entire home/apt,175,2,53,02-07-2017,0.53,1,0
402353,Comfortable design apartment with roof terrace,2008330,Lidy,,Watergraafsmeer,52.35338,4.93407,Entire home/apt,126,2,187,30-05-2020,1.94,1,251
406794,Beautiful spacious 130m family home,325306,Michiel,,Oud-Oost,52.36131,4.92579,Entire home/apt,150,2,8,22-08-2016,0.15,1,0
408794,Rooftop Terrace Luxury Loft Centre Amsterdam,2035506,Janto (B),,De Baarsjes - Oud-West,52.35971,4.86177,Entire home/apt,129,20,23,27-08-2018,0.25,1,0
414865,"Charming house, perfect for two!",2063261,Miranda,,Zuid,52.35099,4.84665,Entire home/apt,115,4,7,24-04-2018,0.12,1,0
414917,Cent Adam Lux (2-4p) Apt 90 sqm(m2),2063612,Jan,,Centrum-Oost,52.363,4.89917,Entire home/apt,299,180,78,16-07-2015,0.8,1,358
415619,Sunny Amsterdam East Harbor View,1336633,Stephan,,Oostelijk Havengebied - Indische Buurt,52.36958,4.93516,Entire home/apt,145,2,65,14-10-2019,0.66,1,328
418098,Beautiful 19th Cent. City Apartment,2078292,Annemarije,,De Baarsjes - Oud-West,52.36872,4.86022,Entire home/apt,185,3,21,22-02-2019,0.21,1,0
422044,★ City Centre Loft #4,1826139,Esther & Jan,,Centrum-West,52.37964,4.89442,Entire home/apt,275,7,132,14-05-2020,1.35,8,73
431635,Sunny apartment with cat,1939922,Hannes,,Bos en Lommer,52.37853,4.85573,Entire home/apt,65,4,16,28-12-2019,0.17,1,7
