"Country or Area","Year","Value"
"New Zealand","2013","80540.6623342333"
"New Zealand","2012","81054.6615785621"
"New Zealand","2011","78679.1204825242"
"New Zealand","2010","78964.8984032738"
"New Zealand","2009","78477.2696090129"
"New Zealand","2008","81266.8945009535"
"New Zealand","2007","81325.4014101494"
"New Zealand","2006","83442.2788538616"
"New Zealand","2005","83270.2265378677"
"New Zealand","2004","81250.9874834214"
"New Zealand","2003","81590.5282142529"
"New Zealand","2002","79386.9917949056"
"New Zealand","2001","79102.9582142598"
"New Zealand","2000","76179.5169524862"
"New Zealand","1999","74082.6144415836"
"New Zealand","1998","72236.3967014015"
"New Zealand","1997","74327.0566522734"
"New Zealand","1996","71541.0536342128"
"New Zealand","1995","69411.763886028"
"New Zealand","1994","68702.6416333101"
"New Zealand","1993","67383.4205483048"
"New Zealand","1992","67620.6122742262"
"New Zealand","1991","66490.8766230562"
"New Zealand","1990","65668.2542702139"
"Norway","2017","52712.5433375466"
"Norway","2016","53607.8366485619"
"Norway","2015","54450.0305137129"
"Norway","2014","54127.2495653769"
"Norway","2013","54015.2397224492"
"Norway","2012","54090.2827183912"
"Norway","2011","54638.0460868819"
"Norway","2010","55466.7499075164"
"Norway","2009","53178.4904478356"
"Norway","2008","55595.9109319755"
"Norway","2007","57013.3723540636"
"Norway","2006","55327.3577861563"
"Norway","2005","55366.8686169831"
"Norway","2004","56203.3973804497"
"Norway","2003","55694.3031711491"
"Norway","2002","55029.0122968482"
"Norway","2001","56117.8135103253"
"Norway","2000","54831.9630131072"
"Norway","1999","55365.3597771232"
"Norway","1998","54425.7638385422"
"Norway","1997","54222.0990203509"
"Norway","1996","54291.2008949854"
"Norway","1995","51278.3154225419"
"Norway","1994","50995.8156006451"
"Norway","1993","49153.9549493253"
"Norway","1992","47321.2525640125"
"Norway","1991","48975.8634550596"
"Norway","1990","51210.3990578868"
"Poland","2017","413781.400908309"
"Poland","2016","399122.534934499"
"Poland","2015","390444.595335584"
"Poland","2014","387087.466319868"
"Poland","2013","399974.182503635"
"Poland","2012","403648.281657346"
"Poland","2011","411033.612034403"
"Poland","2010","411668.712168738"
"Poland","2009","393443.181981564"
"Poland","2008","411395.64164909"
"Poland","2007","418633.150770145"
"Poland","2006","418137.523722788"
"Poland","2005","403424.418644634"
"Poland","2004","403040.147012244"
"Poland","2003","398004.613297291"
"Poland","2002","384386.31027133"
"Poland","2001","394370.742372336"
"Poland","2000","395472.416307459"
"Poland","1999","406559.568573552"
"Poland","1998","417992.07567254"
"Poland","1997","449500.939866892"
"Poland","1996","458389.5371739"
"Poland","1995","444963.245360867"
"Poland","1994","443645.880613007"
"Poland","1993","448829.49977032"
"Poland","1992","449315.745354441"
"Poland","1991","462290.209366724"
"Poland","1990","474350.112095755"
"Portugal","2017","70546.2965909662"
"Portugal","2016","65935.727643287"
"Portugal","2015","67735.4076936604"
"Portugal","2014","63708.9294953156"
"Portugal","2013","63710.7272103992"
"Portugal","2012","65556.0883260748"
"Portugal","2011","67416.8531012386"
"Portugal","2010","68800.683347638"
"Portugal","2009","73032.4885827381"
"Portugal","2008","76157.3259886601"
"Portugal","2007","78574.8286548222"
"Portugal","2006","80855.0103518158"
"Portugal","2005","85610.3511861358"
"Portugal","2004","83348.6838714237"
"Portugal","2003","80266.1923838009"
"Portugal","2002","85600.832890703"
"Portugal","2001","81689.75150728"
"Portugal","2000","82081.958778303"
"Portugal","1999","82757.7502359393"
"Portugal","1998","74682.2369167432"
"Portugal","1997","69943.2577456779"
"Portugal","1996","66652.4109006716"
"Portugal","1995","68927.3750123734"
"Portugal","1994","64535.9555744811"
"Portugal","1993","63669.5691210649"
"Portugal","1992","65086.3472274025"
"Portugal","1991","60795.8457078003"
"Portugal","1990","59091.5975832664"
"Romania","2017","113795.94513212"
"Romania","2016","114272.296975856"
"Romania","2015","116462.878931614"
"Romania","2014","116328.566118471"
"Romania","2013","116304.937621843"
"Romania","2012","125917.068425508"
"Romania","2011","129229.57602212"
"Romania","2010","123904.964695413"
"Romania","2009","129622.368025961"
"Romania","2008","149572.571730042"
"Romania","2007","153116.766939962"
"Romania","2006","152072.149957609"
"Romania","2005","151352.499035577"
"Romania","2004","152515.69063302"
"Romania","2003","153745.205106265"
"Romania","2002","148861.175517598"
"Romania","2001","146156.293552316"
"Romania","2000","143126.493891121"
"Romania","1999","147872.44564361"
"Romania","1998","166824.064501423"
"Romania","1997","186026.610919865"
"Romania","1996","189564.996132682"
"Romania","1995","187178.799097382"
"Romania","1994","180179.402662104"
"Romania","1993","182119.458051174"
"Romania","1992","190986.499743074"
"Romania","1991","204952.791290108"
"Romania","1990","248068.365545524"
"Russian Federation","2017","2155470.66880494"
"Russian Federation","2016","2097476.83584543"
"Russian Federation","2015","2093652.94157973"
"Russian Federation","2014","2089475.08176025"
"Russian Federation","2013","2090717.03269969"
"Russian Federation","2012","2146305.49849569"
"Russian Federation","2011","2120496.66749001"
"Russian Federation","2010","2057672.76734425"
"Russian Federation","2009","1960223.76828554"
"Russian Federation","2008","2097172.64799337"
"Russian Federation","2007","2058076.27751761"
"Russian Federation","2006","2056688.15412105"
"Russian Federation","2005","1993962.73746657"
"Russian Federation","2004","1973483.87797172"
"Russian Federation","2003","1958581.74227664"
"Russian Federation","2002","1923732.08808976"
"Russian Federation","2001","1941993.68668969"
"Russian Federation","2000","1900819.65578996"
"Russian Federation","1999","1904985.78915696"
"Russian Federation","1998","1879190.44519373"
"Russian Federation","1997","1912592.15585112"
"Russian Federation","1996","2029804.96924374"
"Russian Federation","1995","2084833.22332185"
"Russian Federation","1994","2137001.03351274"
"Russian Federation","1993","2399328.57106804"
"Russian Federation","1992","2537053.86681469"
"Russian Federation","1991","3024288.32860474"
"Russian Federation","1990","3186796.00089459"
"Slovakia","2017","43437.5016626229"
"Slovakia","2016","42298.0935111058"
"Slovakia","2015","41782.3509242484"
"Slovakia","2014","40779.4969191904"
"Slovakia","2013","42827.4696630496"
"Slovakia","2012","43120.3057534574"
"Slovakia","2011","45640.6815258011"
"Slovakia","2010","46367.3607197037"
"Slovakia","2009","45532.0875123072"
"Slovakia","2008","49830.3094643418"
"Slovakia","2007","49331.49556759"
"Slovakia","2006","51110.5594682857"
"Slovakia","2005","51229.5622989766"
"Slovakia","2004","51234.1309828169"
"Slovakia","2003","50470.7178139677"
"Slovakia","2002","50188.9165624948"
"Slovakia","2001","51558.6680761108"
"Slovakia","2000","49262.9233323994"
"Slovakia","1999","51158.153890369"
"Slovakia","1998","52499.6868577334"
"Slovakia","1997","53084.7483440415"
"Slovakia","1996","53196.013729138"
"Slovakia","1995","53273.4646410948"
"Slovakia","1994","52694.9950547414"
"Slovakia","1993","55029.4101957645"
"Slovakia","1992","58560.4703144608"
"Slovakia","1991","63958.2154048518"
"Slovakia","1990","73365.0927827062"
"Slovenia","2017","17453.4951497592"
"Slovenia","2016","17681.2805344944"
"Slovenia","2015","16819.7897538901"
"Slovenia","2014","16625.5557596266"
"Slovenia","2013","18359.1673713865"
"Slovenia","2012","19062.2858910473"
"Slovenia","2011","19634.7905368083"
"Slovenia","2010","19625.9129966429"
"Slovenia","2009","19601.5461005176"
"Slovenia","2008","21572.7510178238"
"Slovenia","2007","20847.1621600908"
"Slovenia","2006","20707.1738957747"
"Slovenia","2005","20519.4634624849"
"Slovenia","2004","20217.0075987653"
"Slovenia","2003","19899.910711025"
"Slovenia","2002","20175.9977313973"
"Slovenia","2001","19994.1729705363"
"Slovenia","2000","19075.5227166401"
"Slovenia","1999","18833.3695410368"
"Slovenia","1998","19464.3762528512"
"Slovenia","1997","19707.8493795714"
"Slovenia","1996","19355.6681187324"
"Slovenia","1995","18720.716803138"
"Slovenia","1994","18025.2806574503"
"Slovenia","1993","17621.3019856693"
"Slovenia","1992","17419.116023306"
"Slovenia","1991","17320.1468103342"
"Slovenia","1990","18639.2846980018"
"Spain","2017","340230.875538649"
"Spain","2016","326383.407381085"
"Spain","2015","337598.744784099"
"Spain","2014","326120.999584584"
"Spain","2013","323441.195662651"
"Spain","2012","350671.711422179"
"Spain","2011","357344.003235806"
"Spain","2010","357676.779921653"
"Spain","2009","372107.489787255"
"Spain","2008","411404.408081784"
"Spain","2007","445157.5235519"
"Spain","2006","434005.888136828"
"Spain","2005","441038.20982475"
"Spain","2004","426792.945364521"
"Spain","2003","410975.147717616"
"Spain","2002","403569.262101574"
"Spain","2001","385240.585542299"
"Spain","2000","387527.926755167"
"Spain","1999","372043.268475843"
"Spain","1998","344565.814463376"
"Spain","1997","334703.801771428"
"Spain","1996","320379.307918847"
"Spain","1995","328614.073846987"
"Spain","1994","312540.17616982"
"Spain","1993","295737.620593242"
"Spain","1992","305976.113873424"
"Spain","1991","296204.038686651"
"Spain","1990","288492.484011664"
"Sweden","2017","52660.2674342231"
"Sweden","2016","52942.8143736783"
"Sweden","2015","53460.5751178204"
"Sweden","2014","53831.5742578838"
"Sweden","2013","55366.2766945022"
"Sweden","2012","56872.5500985479"
"Sweden","2011","60207.287053208"
"Sweden","2010","64282.2207759566"
"Sweden","2009","58340.4568349894"
"Sweden","2008","62566.4973031257"
"Sweden","2007","64935.638868904"
"Sweden","2006","66536.1333870496"
"Sweden","2005","66587.2674420283"
"Sweden","2004","69319.2065951595"
"Sweden","2003","70211.600626547"
"Sweden","2002","69791.1493199436"
"Sweden","2001","68853.733329979"
"Sweden","2000","68482.626744382"
"Sweden","1999","69631.219806138"
"Sweden","1998","72496.3402048737"
"Sweden","1997","72137.1398652017"
"Sweden","1996","76893.8607009741"
"Sweden","1995","73287.2020938963"
"Sweden","1994","73570.9553917835"
"Sweden","1993","71192.3398616068"
"Sweden","1992","70923.0249394059"
"Sweden","1991","71481.9257531396"
"Sweden","1990","71303.679866053"
"Switzerland","2017","47158.9634347588"
"Switzerland","2016","48182.7761416021"
"Switzerland","2015","47815.8816322052"
"Switzerland","2014","48364.0957578032"
"Switzerland","2013","52229.4049833983"
"Switzerland","2012","51455.5185032864"
"Switzerland","2011","50028.6497255314"
"Switzerland","2010","54117.0926898916"
"Switzerland","2009","52562.466007394"
"Switzerland","2008","53913.7288153775"
"Switzerland","2007","52441.7885672034"
"Switzerland","2006","54334.7767296517"
"Switzerland","2005","54714.1780678185"
"Switzerland","2004","54029.3076847329"
"Switzerland","2003","53400.8526780018"
"Switzerland","2002","52265.5187714941"
"Switzerland","2001","53893.4571153561"
"Switzerland","2000","52352.2103616901"
"Switzerland","1999","52975.636625578"
"Switzerland","1998","53252.8891760938"
"Switzerland","1997","51609.5547072604"
"Switzerland","1996","52800.0427006444"
"Switzerland","1995","52188.897493525"
"Switzerland","1994","51324.7314619701"
"Switzerland","1993","52324.5740666529"
"Switzerland","1992","54879.3584225553"
"Switzerland","1991","55116.5650800395"
"Switzerland","1990","53251.5952115535"
"Turkey","2017","526252.987806657"
"Turkey","2016","498468.938974021"
"Turkey","2015","472190.80995944"
"Turkey","2014","457961.868227586"
"Turkey","2013","438968.821524787"
"Turkey","2012","446935.086743546"
"Turkey","2011","427571.904589811"
"Turkey","2010","398660.532921002"
"Turkey","2009","395515.458482629"
"Turkey","2008","387593.326831207"
"Turkey","2007","391422.845693155"
"Turkey","2006","358154.979649486"
"Turkey","2005","337212.680318959"
"Turkey","2004","314951.02521918"
"Turkey","2003","305596.12722182"
"Turkey","2002","286072.833816876"
"Turkey","2001","280410.863071707"
"Turkey","2000","298889.947158208"
"Turkey","1999","277758.54827738"
"Turkey","1998","280288.338417532"
"Turkey","1997","278606.56262761"
"Turkey","1996","267232.256568877"
"Turkey","1995","247584.905105709"
"Turkey","1994","234126.675303925"
"Turkey","1993","240148.978816422"
"Turkey","1992","232801.912837565"
"Turkey","1991","226578.187559403"
"Turkey","1990","219201.694238434"
"Ukraine","2017","320625.8204168"
"Ukraine","2016","335115.702236774"
"Ukraine","2015","316771.062352068"
"Ukraine","2014","360266.924125183"
"Ukraine","2013","406506.772837596"
"Ukraine","2012","415232.236985472"
"Ukraine","2011","426079.807152412"
"Ukraine","2010","405103.276701255"
"Ukraine","2009","388280.190187856"
"Ukraine","2008","448600.960682138"
"Ukraine","2007","461191.59560357"
"Ukraine","2006","457685.298201984"
"Ukraine","2005","440084.61141862"
"Ukraine","2004","440910.468277248"
"Ukraine","2003","438331.615956492"
"Ukraine","2002","428806.352507186"
"Ukraine","2001","443633.171086125"
"Ukraine","2000","425535.743390924"
"Ukraine","1999","447312.00859534"
"Ukraine","1998","478324.974808226"
"Ukraine","1997","496742.701720229"
"Ukraine","1996","512482.354027008"
"Ukraine","1995","558897.721617976"
"Ukraine","1994","601634.1836988"
"Ukraine","1993","707343.879767688"
"Ukraine","1992","797505.045144294"
"Ukraine","1991","852383.805282778"
"Ukraine","1990","938603.074597569"
"United Kingdom","2017","474346.119136672"
"United Kingdom","2016","487034.985882683"
"United Kingdom","2015","511980.260075689"
"United Kingdom","2014","529502.806331641"
"United Kingdom","2013","569901.738759139"
"United Kingdom","2012","583652.530378358"
"United Kingdom","2011","567160.785341454"
"United Kingdom","2010","614360.615154535"
"United Kingdom","2009","599870.776211279"
"United Kingdom","2008","655903.390352965"
"United Kingdom","2007","676322.43620522"
"United Kingdom","2006","688015.337068077"
"United Kingdom","2005","695164.991288847"
"United Kingdom","2004","702933.154143961"
"United Kingdom","2003","706205.016709193"
"United Kingdom","2002","699148.150053407"
"United Kingdom","2001","718693.01867135"
"United Kingdom","2000","715687.109835161"
"United Kingdom","1999","715996.755939894"
"United Kingdom","1998","746499.570686802"
"United Kingdom","1997","747861.87286029"
"United Kingdom","1996","773285.546380333"
"United Kingdom","1995","751272.368997502"
"United Kingdom","1994","757971.579863656"
"United Kingdom","1993","766960.717211144"
"United Kingdom","1992","786249.385893826"
"United Kingdom","1991","807118.94369891"
"United Kingdom","1990","797947.890788672"
"United States of America","2017","6456718.19283028"
"United States of America","2016","6492267.42469158"
"United States of America","2015","6623775.47937085"
"United States of America","2014","6759995.63260237"
"United States of America","2013","6710218.17534669"
"United States of America","2012","6545969.33135289"
"United States of America","2011","6787419.0277563"
"United States of America","2010","6938591.68068436"
"United States of America","2009","6709369.14480583"
"United States of America","2008","7160600.81275775"
"United States of America","2007","7369967.70618675"
"United States of America","2006","7270326.94846978"
"United States of America","2005","7339039.86855077"
"United States of America","2004","7333052.04938458"
"United States of America","2003","7199262.66158378"
"United States of America","2002","7156652.86777858"
"United States of America","2001","7116810.08180099"
"United States of America","2000","7232010.773673"
"United States of America","1999","7071461.45679008"
"United States of America","1998","7032526.01005007"
"United States of America","1997","6968461.97082739"
"United States of America","1996","6907699.05437487"
"United States of America","1995","6710067.29718853"
"United States of America","1994","6624835.78734088"
"United States of America","1993","6532069.59586344"
"United States of America","1992","6424934.3566119"
"United States of America","1991","6315615.19419874"
"United States of America","1990","6371000.54269137"

